지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
266,2022-03-17,11,7.1,2252,13.7,609,,,,,,6.1,13.8,70,2138,7.6,70,2335,3.6,3092,4.9,43,612,68.5,8.7,1007.1,1020.3,907,1015.2,2400,1017.7,12,0,1300,.67,4.33,,,,,,10,5.3,11.1,7.1,11.8,11.9,12.7,12.6,,,,,,1.3,1.9,,
266,2022-03-18,8,6.2,2358,11.5,1301,,,,,,10,17.3,50,406,8.3,70,415,4.7,4086,4.1,62,1256,77,8.2,998.5,1015.2,1,1007.3,1423,1009.2,12.1,.4,1200,1.57,8.26,,,,,,8.5,5.6,9.3,6.4,9.9,10,11,11.2,,,,,,1.3,1.9,,
266,2022-03-19,5.1,2.7,2310,9.9,1348,,,,,,5.2,17.1,250,1250,9.2,270,1258,2.3,2018,1.1,49,1331,77,6.7,999.6,1016.5,2355,1006.6,1237,1010.4,12.1,3.2,1300,3.13,13.87,,,,,,8.9,4.5,7.8,1.4,9.4,9.6,10.4,10.5,,,,,,1.8,2.5,,
266,2022-03-20,6.5,1.2,652,12,1417,,,,,,,10.3,320,1856,5.1,290,1839,2,1719,-.3,46,1420,62.9,6,1008.2,1021.7,2251,1016.2,2,1019,12.1,5.3,1100,2.95,17.24,,,,,,7,1,8.8,-.7,9,9.1,9.8,10,,,,,,2.5,3.6,,
266,2022-03-21,8,2.4,525,13.4,1314,,,,,,,5.7,70,912,3.6,90,846,1.4,1242,-2.6,21,1417,49.6,5.1,1011.9,1026.1,807,1021,2337,1022.7,12.2,5.7,1100,2.72,15.22,,,,,,8.4,1.6,8.8,.3,9,9.1,9.9,10,,,,,,2.5,3.6,,
266,2022-03-22,9.7,5.2,640,15.3,1417,,,,,,,6.2,180,1832,3.7,160,1337,1.6,1358,-.4,24,1427,52.1,6,1010,1022.2,901,1018.6,1513,1020.7,12.2,8.3,1200,2.93,19.69,,,,,,7.4,2.1,12,2.3,11,11,10.9,10.6,,,,,,3.1,4.5,,
266,2022-03-23,8.9,6.2,448,14.4,1629,,,,,,,9.5,270,2207,5.9,290,2202,2.3,1951,-.2,38,1702,53.5,6.1,1007.5,1021.3,1,1015.6,1704,1018.3,12.2,3.8,1500,2.19,13.17,,,,,,6.1,1.9,10.1,3.2,10.2,10.3,11,10.9,,,,,,2.6,3.7,,
266,2022-03-24,10.2,3.6,638,17.6,1531,,,,,,,6.8,270,150,4.5,270,158,1.5,1323,.6,34,1321,52.9,6.5,1010.1,1023.2,2239,1018.5,12,1020.8,12.3,10.4,1200,3,21.17,,,,,,1.5,0,12.4,-.4,11.1,11.2,11,10.8,,,,,,3.6,5.2,,
266,2022-03-25,12.7,7.1,635,16.6,1911,,,,,,16.2,14,140,2107,6.7,140,2144,2.4,2065,8.5,62,1016,76.6,11.5,1006.7,1023,230,1008.1,2357,1017.2,12.3,.1,1000,1.11,5.96,,,,,,8,5.3,11.9,3.9,11.4,11.3,11.5,11.3,,,,,,1.2,1.7,,
266,2022-03-26,13.5,9.9,2357,17,1346,,,,,,87.2,15.1,270,1042,9,270,1709,3.8,3262,10.1,62,1348,81,12.7,993.7,1011.6,2358,999.4,648,1004.1,12.3,4.6,1300,2.59,15.3,,,,,,8.4,3.1,15,6.9,14.6,14.4,13.7,12.7,,,,,,2.6,3.7,,
266,2022-03-27,12.3,6.4,2354,20,1454,,,,,,,12.4,290,1621,6.9,290,2308,2.7,2333,-.3,15,1128,47.4,6.3,1004.6,1020.2,2347,1011.5,5,1015.2,12.4,9.6,1100,3.12,21.85,,,,,,5.1,.6,12.9,3.9,12.6,12.7,13,12.7,,,,,,5.4,7.7,,
266,2022-03-28,9.4,4.1,443,14.9,1528,,,,,,,8.6,70,849,4.8,70,849,1.9,1636,-2.4,30,909,44.8,5.3,1014.8,1028.4,2139,1020.1,1,1025.6,12.4,8.5,1200,2.69,18.53,,,,,,7.3,.4,11.1,.4,10.6,10.7,11.7,11.9,,,,,,2.9,4.2,,
266,2022-03-29,10.9,3.7,640,18,1514,,,,,,,5,160,1254,3.1,140,1424,1.4,1176,1.3,20,1259,55.6,6.8,1014.5,1027.9,15,1022.3,1652,1025.3,12.5,11.3,1200,3.25,23.84,,,,,,1,0,12.7,.7,11.9,11.9,12.1,11.8,,,,,,3.9,5.6,,
266,2022-03-30,14.2,7.1,146,21.3,1504,,,,,,,5.7,230,1624,3.1,230,1624,1.2,1009,9.6,57,1618,74.5,12.4,1010.2,1023.9,24,1017.5,1541,1020.8,12.5,3.6,1300,3.23,14.37,,,,,,7.4,5.5,14.9,4,13.8,13.6,13,12.5,,,,,,2.7,3.8,,
266,2022-03-31,13.9,9.4,2355,18.9,1305,,,,,,0,8.9,250,1507,4.8,250,1756,2.1,1793,8.9,49,1256,73.3,11.4,1011.4,1026.1,2335,1018.5,303,1022,12.5,4.7,1100,2.42,14.72,,,,,,8.4,2.8,14.9,9,14.7,14.7,14.4,13.6,,,,,,2.5,3.6,,
266,2022-04-01,10.3,6,620,15.2,1337,,,,,,,9,50,817,5.1,70,759,2.4,2091,2,36,1319,58.3,7.1,1017.8,1030.4,954,1026,1,1028.6,12.6,7.3,1200,3.34,20.61,,,,,,6.6,4.9,14.2,4.1,13.5,13.6,13.9,13.5,,,,,,3.1,4.4,,
266,2022-04-02,11.3,6.8,632,17,1516,,,,,,,7.9,180,1447,4.6,230,1535,1.9,1640,.9,32,1110,50.1,6.6,1016.2,1029.7,9,1024.1,1632,1027,12.6,10.1,1100,3.34,23.29,,,,,,2.4,1.8,15.6,4,14.3,14.3,14.2,13.7,,,,,,4.1,5.8,,
266,2022-04-03,10.8,3.9,613,17.9,1500,,,,,,,6.5,90,958,3.8,90,1000,1.5,1290,-1.2,20,1318,44.8,5.7,1016.6,1028.8,2316,1025.4,1547,1027.4,12.6,11.4,1200,3.31,24.26,,,,,,.4,0,14.7,1,13.7,13.8,13.9,13.6,,,,,,4.2,6,,
266,2022-04-04,12.4,5.6,441,20,1522,,,,,,,7.3,160,1418,3.7,160,1246,1.4,1237,1.2,20,1246,49.4,6.7,1016.5,1029.5,831,1024.6,1656,1027.2,12.7,11.4,1200,3.34,24.68,,,,,,.6,0,15.8,2.2,14.8,14.8,14.5,14,,,,,,4.7,6.7,,
266,2022-04-05,13.1,6.1,626,19.5,1438,,,,,,,9.6,230,1731,4.9,230,1731,2.1,1786,-3.8,17,1150,32.6,4.6,1011.6,1025.9,1,1018.9,1620,1022.2,12.7,7.3,1100,2.86,19.54,,,,,,6,.4,14.2,.9,14,14.1,14.5,14.2,,,,,,4.6,6.6,,
266,2022-04-06,15,9,654,22,1514,,,,,,,6.1,140,1454,3.7,160,1417,1.6,1353,-1.8,16,1154,34.9,5.8,1009.6,1022.3,804,1017.3,1638,1020,12.7,11.4,1200,3.22,23.7,,,,,,.9,.1,17.3,3.7,15.9,15.8,15.1,14.4,,,,,,4.5,6.4,,
266,2022-04-07,14.7,9.4,603,21.8,1420,,.1,,.1,,0,12.1,290,1613,6.3,290,1616,2.4,2058,1.9,22,1641,45.9,7.2,1007,1020.1,2400,1014.7,1512,1017.5,12.8,9.2,1200,3.25,21.97,,,,,,.9,.5,17.1,6.1,16.5,16.5,16,15.3,,,,,,5.2,7.4,,
266,2022-04-08,14.5,7.9,557,21.3,1412,,,,,,,8.3,250,1631,4.1,200,1338,1.8,1558,3.2,26,1233,49.5,8.1,1009.4,1022.4,911,1017.7,1631,1019.9,12.8,11.4,1200,3.29,24.82,,,,,,.3,0,18.3,3.9,16.9,16.9,16.4,15.6,,,,,,4.6,6.6,,
266,2022-04-09,16.6,9.7,221,24.5,1441,,,,,,,8.9,250,1408,4.3,270,1223,1.7,1503,6.3,25,1432,54.9,9.6,1007.1,1018.7,32,1015.6,1603,1017.5,12.9,9.4,1200,3.22,18.75,,,,,,.4,.1,19.6,6.3,18,17.9,17.2,16.3,,,,,,4.2,6,,
266,2022-04-10,18,12.4,432,24.1,1325,,,,,,,7.6,250,1140,4.1,180,1529,1.7,1496,10.4,42,1248,62.9,12.7,1007.7,1019.6,1015,1016.3,1528,1018,12.9,10.8,1300,3.27,24.59,,,,,,4.1,.6,21.5,7.8,19.5,19.3,18.3,17.2,,,,,,4.1,5.8,,
266,2022-04-11,18.1,15.4,454,22.1,1532,,,,,,,4.7,250,1717,2.7,200,1651,1.1,959,14.9,67,1534,81.6,16.9,1004.6,1017.9,29,1012.6,1832,1014.9,12.9,2,1500,1.92,9.22,,,,,,6.4,5.5,20.1,13.2,19.1,19,18.7,17.8,,,,,,1.9,2.7,,
266,2022-04-12,20,15.9,625,25.9,1525,,,,,,,7.1,180,1414,4.1,230,1228,1.8,1545,15.4,51,1402,76.1,17.5,1001.4,1014.1,13,1009.2,1625,1011.7,13,10.1,1200,3.28,24.12,,,,,,4.5,1.4,25.3,12.7,22.4,22.1,20.3,18.6,,,,,,4,5.8,,
266,2022-04-13,15.3,11.5,2357,18.7,959,,0,,0,,0,11.7,70,2015,6.3,70,1935,2.6,2261,12.5,75,1630,83.9,14.7,1003.5,1017.2,2257,1011.3,159,1013.9,13,.4,800,1.06,5,,,,,,8.8,6.5,18.2,10.8,18.6,18.8,19.4,19,,,,,,1.3,1.9,,
266,2022-04-14,12.6,10,555,16.9,1604,,,,,,,13.8,70,830,6.7,70,635,4,3437,7,54,1551,69.5,10,1005.7,1018.4,2157,1014,1528,1016.3,13,3.9,1500,2.14,14.47,,,,,,8.6,4.8,16,9.6,16.2,16.3,17.1,17.1,,,,,,2.9,4.2,,
266,2022-04-15,13.8,10.3,436,20.2,1502,,,,,,,10,70,823,5.8,70,819,2.8,2414,6.4,42,1505,62.5,9.7,1005.7,1018.3,37,1012.8,1549,1016.2,13.1,9.7,1200,3.35,24.97,,,,,,6,4,21.3,9.6,18.9,18.7,18,17.2,,,,,,4.1,5.8,,
266,2022-04-16,12.6,8.2,525,19.7,1407,,,,,,,7.2,250,1721,3.9,70,749,1.8,1528,4.3,33,1409,59.5,8.3,1007,1019.4,956,1015.3,1629,1017.6,13.1,10.8,1200,3.43,25.64,,,,,,3.3,0,19.9,5.6,18.6,18.6,18.4,17.8,,,,,,4.4,6.2,,
266,2022-04-17,15.1,7,617,24.1,1534,,,,,,,8,230,1440,4,290,1510,1.3,1144,.3,11,1305,42.1,6.4,1007.3,1019.5,735,1015.2,1518,1017.8,13.1,11.4,1200,3.54,26.78,,,,,,3.1,0,20.6,3.4,18.8,18.8,18.5,17.9,,,,,,5.8,8.2,,
266,2022-04-18,16.9,10.6,553,24,1441,,,,,,,6.5,270,1638,3.5,250,1647,1.3,1161,-.1,10,1304,34,6.1,1006.9,1019.1,932,1015,1550,1017.3,13.2,6.9,1200,3.04,19.78,,,,,,7.6,5.4,20.1,7.5,19.5,19.4,19.2,18.4,,,,,,4.7,6.7,,
266,2022-04-19,17.9,10.5,559,25.5,1411,,,,,,,7.2,160,1520,4.1,180,1549,1.5,1286,-1.9,11,1301,27.5,5.3,1006.6,1018.2,8,1015,1525,1017,13.2,11.3,1200,3.43,25.83,,,,,,3.6,2.4,22.9,6.4,20.6,20.5,19.7,18.8,,,,,,6.2,8.8,,
266,2022-04-20,17.6,9.8,605,25.1,1441,,,,,,,8.1,230,1355,4.2,250,1424,1.6,1387,-.1,16,1051,31.9,6.1,1006.1,1018.3,927,1014.1,1557,1016.5,13.2,11.9,1200,3.46,26.48,,,,,,2.3,0,22.4,5.7,20.4,20.4,20,19.2,,,,,,6,8.5,,
266,2022-04-21,13.2,10.7,2254,15.6,1719,,.5,1357,1.8,1331,5.7,4.5,270,1339,2.5,270,1344,.8,706,7.9,36,137,73.6,11,1003.8,1016.3,13,1012.4,1758,1014.3,13.3,2.4,1600,1.66,7.15,,,,,,6.9,2,15,9.4,16.5,16.9,18.5,18.6,,,,,,1.3,1.9,,
266,2022-04-22,16.5,9.3,407,23.8,1347,,,,,,,8.4,250,1144,5,250,1248,1.9,1647,10.8,45,1354,72.1,13,1002.7,1015,703,1010,1612,1013.1,13.3,11.2,1200,3.35,25.36,,,,,,4.1,0,20.6,7.4,18.6,18.4,17.9,17.5,,,,,,4.5,6.4,,
266,2022-04-23,17.3,13,555,22.7,1518,,,,,,,7.4,70,1138,4.3,90,1207,1.8,1551,12.1,57,1747,73.1,14.2,1002.4,1014.6,750,1011,1524,1012.7,13.3,1.6,1200,2.35,14.5,,,,,,8.1,1.4,20.2,11.1,19.2,19.1,18.9,18.3,,,,,,2.8,4,,
266,2022-04-24,21.3,16,612,28.1,1457,,,,,,,7.7,200,1528,4,230,1520,1.6,1359,13.8,44,1359,63.6,15.8,1000.6,1012.5,5,1007.7,1548,1010.8,13.4,11.1,1200,3.33,25.58,,,,,,1.1,1,26.4,14.4,23,22.7,20.9,19.4,,,,,,4.7,6.6,,
266,2022-04-25,19.9,15,529,27.8,1249,,4.7,2259,18.3,2242,30.2,9.2,90,2309,5.1,70,2308,1.6,1360,13.5,24,1250,70.3,15.6,1000.8,1014.1,915,1005.1,2350,1011,13.4,4.9,1100,3.07,19,,,,,,8.9,3.4,23.2,12.4,22.5,22.4,21.7,20.6,,,,,,3.4,4.8,,
266,2022-04-26,18,16.6,1,19.6,1214,,3,22,10.1,1,17.2,7.6,20,3,3.7,70,3,1.4,1244,17.6,92,2229,97.5,20.1,993.2,1007.5,2335,1001.2,1308,1003.3,13.4,0,900,.41,2.78,,,,,,8.3,4.6,18.8,14.5,19.4,19.6,20.2,20,,,,,,.9,1.3,,
266,2022-04-27,17.9,13.6,2359,23.8,1355,,,,,,,5.7,180,1415,3.4,70,1107,1.6,1407,10,30,1051,63.1,12.3,1003.7,1018.6,2326,1007.5,1,1014.1,13.5,9.7,1300,3.19,23.9,,,,,,6,.1,20.3,12.2,19.7,19.7,19.5,19.1,,,,,,4.4,6.2,,
266,2022-04-28,17.1,11.4,611,22.4,1503,,,,,,,7.3,90,1003,4,110,1024,1.9,1629,9,37,1418,61.4,11.5,1005.9,1018.9,704,1013.6,1943,1016.3,13.5,7.8,1200,3.24,22.33,,,,,,5.9,3.8,19.8,10.8,19.2,19.1,19.4,19,,,,,,3.8,5.4,,
266,2022-04-29,12.7,9.8,735,16.2,1210,,2.2,550,9.1,523,17.1,12.8,70,955,5.9,50,1017,3.1,2676,8.3,55,3,75.6,10.9,1004.6,1020.8,2330,1010.8,542,1015.2,13.5,1.5,1100,3.21,10.1,,,,,,9.5,7.1,14.1,11.6,16.2,16.5,18,18.3,,,,,,2.1,3,,
266,2022-04-30,14.2,10.6,608,19,1506,,,,,,,11.2,270,2305,5.1,290,2300,2.2,1915,7,48,1158,62.6,10.1,1007.1,1020.9,733,1014.7,1732,1017.6,13.6,2.4,1300,2.59,17.16,,,,,,8.3,5.6,17.3,11.1,16.6,16.7,17.1,17.2,,,,,,3.2,4.5,,
266,2022-05-01,14.2,8.4,548,21.1,1458,,,,,,,10.9,290,1715,5.3,290,1738,2.1,1841,1.1,22,1735,44.4,6.7,1003.8,1015.8,54,1011.6,1609,1014.2,13.6,11.8,1200,3.51,28.06,,,,,,1.8,.1,17.7,6.7,17.1,17.1,17.5,17.3,,,,,,5.2,7.4,,
266,2022-05-02,14.1,7.5,308,21.2,1455,,,,,,,9.3,250,1623,4.2,250,1631,1.8,1593,1.5,24,1623,44,6.9,1003.8,1018.2,2400,1011.4,1545,1014.2,13.6,8.6,1200,3.51,23.01,,,,,,2,1.8,16.1,5.8,16.2,16.3,17.2,17.2,,,,,,4.3,6.2,,
266,2022-05-03,14.2,6.7,546,21.3,1547,,,,,,,7.6,180,1531,3.6,230,1311,1.7,1483,3.5,23,1305,51.1,7.9,1009.7,1021.5,1036,1018.2,1,1020.2,13.7,12.2,1200,3.56,28.06,,,,,,1.5,0,18.7,4.8,17.5,17.4,17.4,17.2,,,,,,5.2,7.5,,
266,2022-05-04,15.7,8,552,23.3,1348,,,,,,,6.4,180,1514,3.6,200,1514,1.5,1298,7,25,1135,59.5,10.1,1010,1021.7,727,1018.9,1600,1020.5,13.7,12.2,1200,3.6,28.35,,,,,,1,0,20.9,6.1,19.2,19.1,18.6,18,,,,,,5.2,7.4,,
266,2022-05-05,17.7,10.8,552,24.5,1513,,,,,,,6.7,160,1655,3.8,200,1552,1.4,1235,9.6,25,1040,62.9,12.1,1009.4,1021.5,634,1017.5,1715,1019.8,13.7,12.1,1200,3.64,28.86,,,,,,1.6,0,23.1,9,21.1,20.9,20,19.1,,,,,,5.4,7.7,,
266,2022-05-06,19.7,12.9,518,26.4,1352,,,,,,,6.6,200,1555,3.7,160,1224,1.5,1283,13.1,46,1342,68.3,15.1,1006.4,1019,1,1014.5,1636,1016.6,13.7,11.9,1200,3.57,27.32,,,,,,1.4,.1,25.2,11.4,22.9,22.6,21.5,20.2,,,,,,4.9,6.9,,
266,2022-05-07,20.4,14.7,611,27.1,1632,,,,,,,11.8,290,1151,5.5,290,1201,2,1743,12.2,34,1556,62.6,14.3,1006,1018.9,2351,1014.1,1653,1016.3,13.8,12,1200,3.48,26.33,,,,,,3,.6,25.6,12.8,23.6,23.5,22.5,21.3,,,,,,5.6,8,,
266,2022-05-08,17.3,14,2359,22.4,1419,,,,,,,9.2,70,732,4.8,70,828,2.5,2142,8,31,1453,57.6,10.9,1008.1,1020.7,858,1015.8,1816,1018.5,13.8,7.3,1300,3.31,23.41,,,,,,7.3,5.4,24.5,13.5,23.3,23.2,22.8,21.8,,,,,,4.1,5.9,,
266,2022-05-09,16.7,13.1,156,22.7,1441,,,,,,,7.6,50,724,4.7,70,729,2.1,1839,6.8,33,1251,53.9,9.9,1007.3,1019.1,2126,1016.3,1528,1017.7,13.8,6.6,1300,3.44,20.51,,,,,,6.9,3.8,21.9,12.1,22.1,22.1,22.1,21.4,,,,,,5,7.1,,
266,2022-05-10,17.7,14.5,233,22.8,1414,,0,,0,,0,10.3,70,705,5,70,530,2.7,2302,4,32,1152,41.5,8.3,1006.3,1018.4,736,1014.5,1538,1016.7,13.9,5.3,1200,3.11,19.12,,,,,,8.8,4.8,22.8,12,21.6,21.5,21.4,20.9,,,,,,4.1,5.9,,
266,2022-05-11,19.1,15.1,322,24.1,1211,,,,,,,5.3,290,1541,3.3,90,958,1,895,9.8,34,1137,56.9,12.3,1004.8,1016.4,1,1014.1,1707,1015.1,13.9,2.7,1100,3,14.23,,,,,,8.3,5.6,22.9,15.2,21.8,21.8,21.8,21.1,,,,,,2.7,3.8,,
266,2022-05-12,20.9,17,1,25.7,1423,,,,,,,5.1,90,1017,3.6,90,1022,1.2,1065,15.2,51,1327,70.9,17.3,1000.7,1014.3,1,1008.9,1546,1010.9,13.9,.5,1200,2,14.22,,,,,,9.4,4.5,24.4,15.9,23,22.8,22.1,21.3,,,,,,2.5,3.6,,
266,2022-05-13,17.7,14.2,2354,19.6,1452,,.6,1555,1.2,1550,1.2,4.6,340,2340,2.5,70,1020,1,856,14.7,63,2332,83.9,17,997.9,1010.4,1,1006.3,1528,1008.1,13.9,0,1300,.43,2.96,,,,,,8.9,6.3,19.7,11.4,20.6,20.8,21.4,21.2,,,,,,1.3,1.9,,
266,2022-05-14,17.7,11.7,542,24.5,1426,,,,,,,10.3,290,1215,4.3,270,1438,2.1,1782,1.6,20,1353,36.3,7.1,1001.9,1015,2153,1008.6,1,1012.2,14,9.5,1200,3.65,25.81,,,,,,4.1,1.6,23.2,7.1,21.3,21.2,20.7,20.2,,,,,,5.9,8.5,,
266,2022-05-15,16.2,11.7,637,22.6,1448,,,,,,,7.4,290,44,3.9,160,1519,1.7,1508,1.1,17,1410,37.3,6.7,1003.4,1015.8,754,1011.1,1712,1013.8,14,10.5,1200,3.75,27.5,,,,,,6.6,1.5,24.8,10.7,22.3,22.2,21.8,21,,,,,,5.8,8.2,,
266,2022-05-16,18,11.4,551,26.3,1452,,,,,,,9.2,290,1308,4.2,230,1637,1.6,1414,3,19,1400,38.9,7.6,1002.5,1014.5,753,1010,1543,1012.8,14,10.6,1200,3.6,27.87,,,,,,3.4,0,25.6,9.2,23.1,22.9,22.3,21.5,,,,,,5.8,8.2,,
266,2022-05-17,19.3,11.8,548,27.1,1348,,,,,,,8.5,250,1605,4.2,230,1209,1.7,1445,7.4,29,1301,47.8,10.4,1004.8,1017.7,2357,1013.6,1535,1015.1,14,11.4,1200,3.58,27.11,,,,,,2.3,.9,25.2,7.9,23.6,23.4,22.8,22,,,,,,5.4,7.7,,
266,2022-05-18,20.8,14,539,28,1536,,,,,,,11.1,230,1659,4.9,250,1706,1.6,1408,7.7,29,1539,44.9,10.6,1008.2,1020,2230,1016.4,1602,1018.5,14.1,12.3,1200,3.42,27.39,,,,,,.1,0,27.1,10.3,24.3,24.2,23.5,22.6,,,,,,6,8.6,,
266,2022-05-19,19.7,14.9,427,24.6,1500,,,,,,,5.7,250,1647,3.4,250,1050,1.3,1163,6.9,28,1021,44.5,10,1008.1,1020,20,1016.8,1555,1018.3,14.1,2.3,1200,2.33,16.04,,,,,,8.3,2,22.9,10.9,22.5,22.6,22.9,22.5,,,,,,3.5,5,,
266,2022-05-20,19.9,16.5,420,25.3,1318,,,,,,,6,160,1442,3.4,180,1336,1.3,1091,11.9,39,1125,61.4,14.1,1003.7,1017.5,5,1011.8,1804,1014,14.1,2.4,1100,2.38,15.9,,,,,,7.1,4.4,23.9,14.5,22.7,22.7,22.7,22.1,,,,,,3.3,4.7,,
266,2022-05-21,22.2,14.6,529,30.7,1440,,,,,,,9.3,290,1658,4.3,290,1406,1.7,1453,12.1,32,1427,56.3,14.2,998.6,1011.9,1,1006.1,1629,1008.8,14.1,12.3,1300,3.5,28.64,,,,,,1.3,0,29.5,11.6,25.5,25.2,24,22.7,,,,,,6.2,8.8,,
266,2022-05-22,24,16.3,515,32.2,1407,,,,,,,10.5,290,1134,5,290,1135,2.1,1775,11.7,30,1239,48.6,13.8,998,1009.8,2359,1005.9,1523,1008,14.2,11.2,1200,3.44,27.5,,,,,,.8,0,30.3,12.7,26.7,26.4,25.3,24,,,,,,6.7,9.5,,
266,2022-05-23,22.5,17.8,401,28.7,1435,,,,,,,5.7,70,1103,3.2,90,1213,1.5,1337,14.5,43,1230,62.3,16.5,1002.3,1014.5,2341,1009.6,54,1012.4,14.2,10.2,1100,3.16,23.6,,,,,,4,.3,29.6,14.3,26.9,26.6,25.9,24.7,,,,,,4.4,6.3,,
266,2022-05-24,23.6,16.7,519,31.1,1352,,,,,,,5.3,180,1446,3.4,180,1455,1.2,1023,12.6,29,1424,53.4,14.6,1003.1,1015.2,736,1011.3,1628,1013.2,14.2,12.1,1200,3.38,26.61,,,,,,.1,0,30.7,13.8,27.4,27.2,26.3,25,,,,,,5.5,7.8,,
266,2022-05-25,22.9,16.8,534,29.5,1350,,,,,,,8.1,200,1531,4.5,200,1531,1.6,1363,13.5,37,1308,57,15.6,999,1012.5,1,1006.6,1638,1009,14.2,11.6,1200,3.35,26.3,,,,,,3.3,.1,30.7,14.2,27.7,27.4,26.7,25.5,,,,,,5.4,7.7,,
266,2022-05-26,22.1,17.9,2359,28.9,1422,,,,,,,9.2,270,1656,5.2,270,1656,2.3,1971,8.3,19,1525,44.4,11.1,994.6,1007.2,1,1002.1,1614,1004.6,14.3,9.4,1200,3.71,27.08,,,,,,4.9,1.1,29.5,14.9,27.6,27.5,27,25.8,,,,,,6.9,9.9,,
266,2022-05-27,21.9,13.7,449,30.2,1438,,,,,,,10.8,250,1638,5.2,250,1022,2.3,1954,8.6,30,1532,44,11.3,993,1005.8,2328,1000.6,1541,1003,14.3,12.6,1200,3.5,28.95,,,,,,.1,0,30.1,10.2,26.9,26.8,26.4,25.6,,,,,,6.6,9.5,,
266,2022-05-28,22.4,15.6,442,30.7,1410,,,,,,,7.9,250,1414,4.1,230,1419,1.5,1305,10.2,24,1321,49.5,12.5,997.1,1009,2220,1005.6,33,1007.2,14.3,9.3,1300,2.73,21.5,,,,,,6.1,.1,28,13.2,26.3,26.3,26.2,25.5,,,,,,5,7.2,,
266,2022-05-29,21.7,15.2,534,27.6,1339,,0,,0,,0,6.1,250,1402,3.1,140,1635,1.5,1266,11.9,32,1631,55.3,14,996.2,1008.9,1,1004.5,1745,1006.3,14.3,11.4,1100,3.46,27.77,,,,,,3.3,1.1,30.8,11.6,27.3,27,26.3,25.4,,,,,,5.6,7.9,,
266,2022-05-30,21.6,18,32,26.3,1611,,,,,,,8.9,270,1951,4.9,270,1957,2.2,1889,15.6,54,1137,69.5,17.8,992.1,1005,1,1000,1606,1002.2,14.3,1.1,1100,2.01,13.81,,,,,,7.3,6.1,26.7,17.3,26.1,26.2,26.3,25.8,,,,,,3.3,4.8,,
266,2022-05-31,22.5,15.7,553,29,1346,,,,,,,7.6,180,1642,3.7,200,1528,1.9,1615,10,24,1336,47.6,12.3,998,1010.2,2338,1004.4,23,1008.1,14.3,12.8,1200,3.59,29.61,,,,,,2,0,31,12.3,27.5,27.2,26.6,25.5,,,,,,6.1,8.7,,
266,2022-06-01,22.7,17.5,2400,29.5,1450,,,,,,,7.4,180,1641,3.9,200,1612,1.5,1268,10.8,18,1355,51.6,13.1,997.1,1010.2,1,1004.6,1601,1007.2,14.4,10.7,1100,3.15,26.08,,,,,,5.1,.1,30.6,15.5,28,27.9,27.4,26.3,,,,,,5.7,8.1,,
266,2022-06-02,22.4,14.8,525,29.7,1402,,,,,,,6.6,160,1626,3.6,160,1246,1.5,1335,15,30,1313,67.5,17.3,997.4,1008.8,748,1006.1,1451,1007.5,14.4,12.5,1200,3.56,29.03,,,,,,.6,0,31.6,13,28.2,28,27.3,26.5,,,,,,5.7,8.2,,
266,2022-06-03,23.2,18,522,30.3,1244,,,,,,,6.8,110,1248,3.9,110,1253,1.6,1367,15.9,38,1232,66.3,18.1,1000.1,1012.9,2231,1008.1,221,1010.2,14.4,12.1,1200,3.39,27.68,,,,,,1,0,32.7,14.8,29.2,29,28.3,27.1,,,,,,5.4,7.7,,
266,2022-06-04,22.5,17.8,318,27.4,1312,,,,,,,7.6,70,827,4.2,90,903,2.7,2352,13,39,1758,57.4,15.1,1001.1,1013.6,651,1008.7,1803,1011.2,14.4,9.5,1200,3.19,23.76,,,,,,6.9,1,29.6,15.7,28,28,27.8,27.1,,,,,,5,7.1,,
